title,wiki_id,url,category,split,text_sha256
Kālua,2223897,https://en.wikipedia.org/wiki/K%C4%81lua,Cooking_techniques,val,a8c19080282103931736989f820e4d877fda0c91aa1ce5ba6b57aceb7df3781d
Proofing (baking technique),6203320,https://en.wikipedia.org/wiki/Proofing%20%28baking%20technique%29,Cooking_techniques,val,98fadcb50145aac358201f407ffa66d5d567968462a9a1462a32f52ab9b6ed48
Kinpira,1232846,https://en.wikipedia.org/wiki/Kinpira,Cooking_techniques,val,9b0d78a841d7e6a652cc14376c6b7b97bb8c2652ea4edb7bb6bdea7807213c0c
Charbroiler,37745416,https://en.wikipedia.org/wiki/Charbroiler,Cooking_techniques,val,c0c646325de21e8fc3b3b753f3960ce3da54a0aa27308c5a07941c3d73c7495e
Dry roasting,23416145,https://en.wikipedia.org/wiki/Dry%20roasting,Cooking_techniques,val,d6da041ffd00ce81936b5db670ce7dbf3a320b360673151156aeabfd20890ec2
Teriyaki,179359,https://en.wikipedia.org/wiki/Teriyaki,Cooking_techniques,val,7645c822efecb9c1edea925603397d88beb8c83965db51464fe5f43bad5d3bc5
Thermal cooking,26009047,https://en.wikipedia.org/wiki/Thermal%20cooking,Cooking_techniques,val,6ebd8ac2d0a0d7372e82da489c870da725a7b0bdc5d82ed84d41b1de9675663f
Sweating (cooking),8576166,https://en.wikipedia.org/wiki/Sweating%20%28cooking%29,Cooking_techniques,val,76a83b11bf7dd19fdb1a22b2c21c9bdeec5d4a072399e461ea05a3f2c3a94a4a
Ricing (cooking),2110428,https://en.wikipedia.org/wiki/Ricing%20%28cooking%29,Cooking_techniques,val,ee5b7b842926cc6bfa41afbf96a7283550d425b38487d199d9219c748f2958c3
Confit,2583479,https://en.wikipedia.org/wiki/Confit,Cooking_techniques,val,85c9224a86a09084ab26ef26103cff0ca02aa405b0dca748c2019544470a2c29
Paste (food),37018026,https://en.wikipedia.org/wiki/Paste%20%28food%29,Cooking_techniques,val,49b186d08ecc912273d00a1c6286a3930e98f2516f1b9581463062d91f80d5a2
Simmering,180886,https://en.wikipedia.org/wiki/Simmering,Cooking_techniques,val,89c7fbe97595709abd3a6e4f74f8d9e8c275269c0cebdbe0cb56617477a9ab5a
Seasoning,52863,https://en.wikipedia.org/wiki/Seasoning,Cooking_techniques,val,200850f80cd0672f7380cc77f103898304e6815c48ec1fb863f42fe8715ffb7a
Spherification,23048632,https://en.wikipedia.org/wiki/Spherification,Cooking_techniques,val,95913ee73a83d79c5d5d883349691871fa49acf823f16483dd41e0b1c398b3ff
Casserole,764694,https://en.wikipedia.org/wiki/Casserole,Cooking_techniques,val,f6a0ab4f3945d768fca5c48dc66e4e0bc36b9df11fc0da8e7398f2dc104fff47
Stew,47862723,https://en.wikipedia.org/wiki/Stew,Cooking_techniques,val,4ac5543e2c615fbe7d4aa9d56f042e3870cd144fe13139ccaaf88719663b2f4b
Amandine (garnish),4431344,https://en.wikipedia.org/wiki/Amandine%20%28garnish%29,Cooking_techniques,val,54a0f783d520ff5dc52497754ec36292986c41bb611c1956da013fa2faf133f7
Baking,52634,https://en.wikipedia.org/wiki/Baking,Cooking_techniques,val,4f479057aee0eff003875d8d75e2f4fcd6531fc282f0546c05443e6c8ece2c88
Rotisserie,849675,https://en.wikipedia.org/wiki/Rotisserie,Cooking_techniques,val,ccda436e6dc5b671d989a0c3e0e19cd031013895d19909a8aa194885fdf52283
Shirred eggs,12311634,https://en.wikipedia.org/wiki/Shirred%20eggs,Cooking_techniques,val,f4b5b34b7ef06e024470116071e4d8e113f9c5e96629853e564d751556e06ece
Pellicle (cooking),39090106,https://en.wikipedia.org/wiki/Pellicle%20%28cooking%29,Cooking_techniques,val,9c9b97df7a13e3c32b8dd460027cc794e9ca3a0aaa02773d8be365183cf6e81e
Parboiling,1730629,https://en.wikipedia.org/wiki/Parboiling,Cooking_techniques,val,cddcd1c55a5ff4244c6309da3e2acb45f14ea130c2adfd66ba4cb47d349f59ed
Salt crust,58830921,https://en.wikipedia.org/wiki/Salt%20crust,Cooking_techniques,val,d1f992dabb5ea8f181b2cf6f6901120dfc43f82c4bed9b4313bf3c24bcf2457e
Cured fish,11993608,https://en.wikipedia.org/wiki/Cured%20fish,Cooking_techniques,val,33ef805964f28d85e8fedc7918aeb7871611280164370eb91894ae4ef19eaf04
Straight dough,43681805,https://en.wikipedia.org/wiki/Straight%20dough,Cooking_techniques,val,faee3fb36933718d5295547ecc624a72afcc98d137cc3620c0284980bf300969
Dredging (cooking),18747269,https://en.wikipedia.org/wiki/Dredging%20%28cooking%29,Cooking_techniques,val,70e8496141ce6891b9aade9240b115ae5bb6f2c050459ed37fadc1649d6b099f
Steaming,52996,https://en.wikipedia.org/wiki/Steaming,Cooking_techniques,val,a0865d93b9e1a96048dbe1ff4833b37da860f528b3ed76f9b1b9e4882713341f
Slow cooker,596383,https://en.wikipedia.org/wiki/Slow%20cooker,Cooking_techniques,val,1ec33273b302f2fc249f5a40cccb819fd74cfe9a07120c979d9a7e7d2b2eeb85
Fondue,707704,https://en.wikipedia.org/wiki/Fondue,Cooking_techniques,val,fb928228667fb9b2b28e3726554df4572fcd9937e71547708e1d0b7cbf24ca27
Smoking (cooking),52995,https://en.wikipedia.org/wiki/Smoking%20%28cooking%29,Cooking_techniques,val,3f6c7797944221355260ca52a53b52ea8f84f2237f897438e44e5da300afadf6
Namerō,53081280,https://en.wikipedia.org/wiki/Namer%C5%8D,Cooking_techniques,val,e99e0d0b6fb6494e2c58067abf2f99a11c52c6b7d4fc4af375226afdde1c1c57
Broaster Company,11441957,https://en.wikipedia.org/wiki/Broaster%20Company,Cooking_techniques,val,186992e67bbd348c3bd9d907d4b66476f2b846e5927811ded26fc44bb241c2da
Roasting,52993,https://en.wikipedia.org/wiki/Roasting,Cooking_techniques,val,16105cd473f34d4d709d670fe65f66a8b13057114d6b8911b77e331d68009536
Schwenker,2149920,https://en.wikipedia.org/wiki/Schwenker,Cooking_techniques,val,d52d06c5d7d220f768f8e5eb606907a191e94b2b05940fd1337e83246a3ae092
Exploito,49105922,https://en.wikipedia.org/wiki/Exploito,Music_genres,val,af285dc5ec89400bcf2efc6502abc0f868e4258fd53cbfbc63d997c4fc0af788
Humoresque,5075011,https://en.wikipedia.org/wiki/Humoresque,Music_genres,val,afca2b01d4a44440729f3ea889a1003799eda7b0596135bbbd03d03c54ec3cf9
American fiddle,32235697,https://en.wikipedia.org/wiki/American%20fiddle,Music_genres,val,54d94a87d9ce3e69c80cacd3801e6779cae7aa7e7a0a9215b3bb59946bc34a45
Genealogy of musical genres,973905,https://en.wikipedia.org/wiki/Genealogy%20of%20musical%20genres,Music_genres,val,73c42322ed09bc702216dd38822cdf1b114f3fa39242b63864a5f294e7102278
Nòva cançon,11362827,https://en.wikipedia.org/wiki/N%C3%B2va%20can%C3%A7on,Music_genres,val,17b4eb1f5941844c4a0744fdd51f61dcb212b7331eb73ff857080d7b2ebe69ef
Temperance songs,48213182,https://en.wikipedia.org/wiki/Temperance%20songs,Music_genres,val,226aaa6e06741cc6e35d32e117c817eee56dc83ee7f9a4dacdb4f92d9deafe49
Music genre,12653094,https://en.wikipedia.org/wiki/Music%20genre,Music_genres,val,94ef8849c4168c8a078ab5690e593e79674d6695bff1025e7b0f760b9c22aca0
Acoustic music,3628115,https://en.wikipedia.org/wiki/Acoustic%20music,Music_genres,val,343928d67c186f157ce8aa0074acde1881a22bd3bab63250ce463948d92d64cc
Alternative music,861033,https://en.wikipedia.org/wiki/Alternative%20music,Music_genres,val,d3b6e7e6711392416bbcc2ac6cf251b8cecea789a9f875f47dc02bfe29d846c7
Visual kei,436607,https://en.wikipedia.org/wiki/Visual%20kei,Music_genres,val,5f402c3130cb6d7fdd27b3254630104250f8c44db449abf7277aa381dcd5b5b8
Tombeau,5613311,https://en.wikipedia.org/wiki/Tombeau,Music_genres,val,c97848fc46578dbd6d73d23b24293109e9db705d8e0550d1b5815a3ccaa92489
Mugithi,39618699,https://en.wikipedia.org/wiki/Mugithi,Music_genres,val,f0f543d85b33133e695c743ccb5bb7131d8fd6939b5b30f8635113e8b47d9334
Folk music,10623,https://en.wikipedia.org/wiki/Folk%20music,Music_genres,val,457b2f128da733b87789fd20a4b0bfc72b78e51f2b1ce84c4bbdd75bf96011b3
Women's music,3367345,https://en.wikipedia.org/wiki/Women%27s%20music,Music_genres,val,a02c60ad570bb3700fccc90707a05d92ff90a8e50f257a7f866330de4e9f926a
Pop music,24624,https://en.wikipedia.org/wiki/Pop%20music,Music_genres,val,7abb50641c8fd7588223ccb131555f8168bd9fbfac9ff4df26c1e1cf266141b6
Contemporary commercial music,14599154,https://en.wikipedia.org/wiki/Contemporary%20commercial%20music,Music_genres,val,0d5e31319ba4ac17e2817cee62b2fec097249631c80fae74ab0f5872a4fec82e
Wedding music,1361043,https://en.wikipedia.org/wiki/Wedding%20music,Music_genres,val,c36e3fcbdb1fe5c1fa4a4397e583bdadaf85e5532fc6ecb69a3825cddccd13ab
Famo,22905439,https://en.wikipedia.org/wiki/Famo,Music_genres,val,67f3c4be7851d126114e7bb86b6298a2fc7a1d004af4fa3980827fc51962618c
Rabiz (music genre),55896368,https://en.wikipedia.org/wiki/Rabiz%20%28music%20genre%29,Music_genres,val,577cbab05a3729d2e4a3e558fc5fd41a3f3dc013220b0a21d6280efd0f1a331d
Orchestral song,38101213,https://en.wikipedia.org/wiki/Orchestral%20song,Music_genres,val,65ea8930a40a525732d5aacdff7d77adf4e68267fc56deef471acd881d6b05be
Masonic music,48468131,https://en.wikipedia.org/wiki/Masonic%20music,Music_genres,val,985ceabae94d539b95972183c47105edbc14d3cfa02e63e54f20c3d8aee23b57
Beach music,2330093,https://en.wikipedia.org/wiki/Beach%20music,Music_genres,val,fee76198ab97963537c7881d54d9195902735f721b6fcb77bda63edea3a741f8
Comedy music,11560543,https://en.wikipedia.org/wiki/Comedy%20music,Music_genres,val,dea1359b725a32aa8ef1960ebcf05ebe8edba329e6a9b6346b93f4a4a0cd28c8
R'n'Besk,69540674,https://en.wikipedia.org/wiki/R%27n%27Besk,Music_genres,val,4e5306a5bdbb587363a2f14691cc0b866e26c8842f40b16357649d30273d5109
Dadakuada,57524221,https://en.wikipedia.org/wiki/Dadakuada,Music_genres,val,7afe1e3bc2fda859afa3afe9be8d93eedacdd4f8b3864d79c4bd55bceddbc5cb
Jaiva,32276892,https://en.wikipedia.org/wiki/Jaiva,Music_genres,val,c9c257b8aa18cf4bdb3426a37a829cb83a9094c9c66d8d0f41ff7791ee27660d
Sociomusicology,15316853,https://en.wikipedia.org/wiki/Sociomusicology,Music_genres,val,6a44369f188194e67bcf3a666fa092451a5dc249dcb5939e4118591d8c28f145
Pastoral,204406,https://en.wikipedia.org/wiki/Pastoral,Music_genres,val,2de604b28018f9d04f55dd3fc86cc6f984795aa8a8a85c0e155f9b37157bf2a8
Posi music,26412388,https://en.wikipedia.org/wiki/Posi%20music,Music_genres,val,5660930c25a986163a76bfec124d1858c98c5b79bd2a4a6ba56c09809827625f
Black MIDI,48477270,https://en.wikipedia.org/wiki/Black%20MIDI,Music_genres,val,203fd06dd6cb1293433f24efa275986547a976f40d7f752b59b424351910c6e7
Hookah rap,70452345,https://en.wikipedia.org/wiki/Hookah%20rap,Music_genres,val,2d7cd2735475813e3e2f5a4b834b3fd4972ba917f045841bc9d80d082b8d9d36
Singer-songwriter,171052,https://en.wikipedia.org/wiki/Singer-songwriter,Music_genres,val,de79dddbb4689ae67a56f27c33079a9ee706894237a674e2ddded106a3cfae54
Absolute music,563545,https://en.wikipedia.org/wiki/Absolute%20music,Music_genres,val,ed41dee77d2d8f764c21777528859141d26ff29823ce3c144b39104738003be3
Logobi,33747633,https://en.wikipedia.org/wiki/Logobi,Music_genres,val,61629632509e7f696a12f2d1218866a626492004cd985d07bfa33db310f5fcdf
Concert film,5102754,https://en.wikipedia.org/wiki/Concert%20film,Music_genres,val,b79dfa6ec41473f2b941443e10bcf5beefedc1323053db36742453f6f043682f
Progressive music,24501,https://en.wikipedia.org/wiki/Progressive%20music,Music_genres,val,118817747becab3df34556fb68831b2202c3e0673a2aa5b8818431ca0c106ddd
Geonjeongayo,72185134,https://en.wikipedia.org/wiki/Geonjeongayo,Music_genres,val,7dcfdf23e157d295ba23910fdb82094f738934f7c2140332885b41521404687c
Canto livre,32006958,https://en.wikipedia.org/wiki/Canto%20livre,Music_genres,val,24b44873d35f70bbe059198d8667ed0bcd9c4f915962178185a5599567441ad6
Martial music,11288026,https://en.wikipedia.org/wiki/Martial%20music,Music_genres,val,a6d68d4027c2bf4a94e249ba801846c7b2fed99263384c9bd6e8a67377f5166d
Popular music,24297671,https://en.wikipedia.org/wiki/Popular%20music,Music_genres,val,6ad4fd04cd1503136a15f3ff7158f3b4f1c002b70defc52e941104b1aeaa6578
Epadunk,74761091,https://en.wikipedia.org/wiki/Epadunk,Music_genres,val,aa2e225cd922a240c36efdf6fff17adef550d2fcb53340789630847cc7762ce6
Space-themed music,12252973,https://en.wikipedia.org/wiki/Space-themed%20music,Music_genres,val,2f13127033bd86a5c7f2ac0f8c6de36caca718b7cccb86d642a8a697d669394d
Weird SoundCloud,53626200,https://en.wikipedia.org/wiki/Weird%20SoundCloud,Music_genres,val,8ce75c237f049156ca854ab0cdf7ef76616bb2bd5aa7cae335508c67dbe88592
Nightcore,51655201,https://en.wikipedia.org/wiki/Nightcore,Music_genres,val,77526ffe47391277b26042d32a8a062525494f1c6d7952829009da9251f65856
Perpetuum mobile,250037,https://en.wikipedia.org/wiki/Perpetuum%20mobile,Music_genres,val,ac9abcbbc070b41d7eda0ae407dc3c6087e90ba14059ed38d5cad3adf43fc9f0
Dueling pianos,20404547,https://en.wikipedia.org/wiki/Dueling%20pianos,Music_genres,val,214a3c4d18ee9d8134e906e2eecf17df3a31f18a4cfe79ed529fa8bdefc1dd32
Heavy metal music,25298728,https://en.wikipedia.org/wiki/Metal%20rock,Music_genres,val,7bf0d92f4556796112006c83b3fc2750a21df0c672324d8f128a9cd8ef043283
Tower music,48496349,https://en.wikipedia.org/wiki/Tower%20music,Music_genres,val,e04980064f97daab16b0edbeb63d3609d9cee57e453546fe525d4ca3c125dd09
Religious music,149840,https://en.wikipedia.org/wiki/Religious%20music,Music_genres,val,4eaf3583d5194478a2f7756e775bbbe1b781307effff0c918da4767b2e7e730f
Siguiriyas,473426,https://en.wikipedia.org/wiki/Siguiriyas,Music_genres,val,6928ee6719393ef2bab6690d8980098f9944cd95799ce57f6ab3c29ca91c0d63
Progressive soul,66473622,https://en.wikipedia.org/wiki/Progressive%20soul,Music_genres,val,eeb923b652b3f39614fa34a4dc6c54253521ba1bec4a47c30427b6efa9d5ac67
World music (term),65218487,https://en.wikipedia.org/wiki/World%20music%20%28term%29,Music_genres,val,2a00f3b7f38f739f8d793c9c49abb835e3c423521b996d0682ea0f051526f960
Art music,255791,https://en.wikipedia.org/wiki/Art%20music,Music_genres,val,d712a313aba20c2cb8c66aa29284ea0ef1f3efd5402080a64316001c8b95c4a3
Shaabi,40060752,https://en.wikipedia.org/wiki/Shaabi,Music_genres,val,05bbd0b40b0a5235e07d0076557e81bc9b8784489b21e3f3d5eca48b6da7f1e9
Church crown,65669416,https://en.wikipedia.org/wiki/Church%20crown,Fashion,val,3e42eb716f4157a544160c8debdfe985561e0c1715e00a288b0854df23f71ca4
Mass-market theory,21552261,https://en.wikipedia.org/wiki/Mass-market%20theory,Fashion,val,8dbe608851ed357c3ee6f360e2247474d3844368f52f922d1fca6f95fb9eb60b
Jewelry Television,4350429,https://en.wikipedia.org/wiki/Jewelry%20Television,Fashion,val,60dd8fe8f204f7232f14c60e334891384d035466f2bf1c3b6a6b81bd61d9af57
Trickle-up fashion,63322196,https://en.wikipedia.org/wiki/Trickle-up%20fashion,Fashion,val,d9b20a023b6549756189b650497681998496a93ea3b5af964aef7addb8e90cb3
Adornment,153986,https://en.wikipedia.org/wiki/Adornment,Fashion,val,1a7790a18e0ee42833aa6fd601e228c861e514746c9617cd2dfba9d7326d710c
Skirt-bag,65426784,https://en.wikipedia.org/wiki/Skirt-bag,Fashion,val,31fc61ac273cab400c33d671f3bcc25ccaf404abaa6eac03213f222a1cf91f90
Corset controversy,22813974,https://en.wikipedia.org/wiki/Corset%20controversy,Fashion,val,bdd71035799ed554c7bdeae8e24b418e201a181d7e66b194370eaa4df2714067
Neckwear,9853976,https://en.wikipedia.org/wiki/Neckwear,Fashion,val,f58904a8cd09d98e95b0b44cf1f1fb7bba8b8f9dc3dee32b1dfc78d932484b92
Trashion,12512882,https://en.wikipedia.org/wiki/Trashion,Fashion,val,383162a5195b18ab6a146b3e5853f4156f5af7de98e9ddd906980be04d6f9b73
Style analysis,31115724,https://en.wikipedia.org/wiki/Style%20analysis,Fashion,val,38b2d44db0f2752487f444fbc6559ada5071ba189b345e23e1da4a06f86a46a7
Red carpet fashion,36187312,https://en.wikipedia.org/wiki/Red%20carpet%20fashion,Fashion,val,69aaa0eccf67a1ac1289caccb68ddc67e720bd9bf5bac24c45d1657ddf819637
Fit and flare,65671333,https://en.wikipedia.org/wiki/Fit%20and%20flare,Fashion,val,765065ec86cb9b3e9929a65a28ea1407c7b0b5991f6d69e5652b94efb31f150c
Sequin,839046,https://en.wikipedia.org/wiki/Sequin,Fashion,val,1d6c78fdee3573fca4692b8815800636344426cf6aea055dc921640d1d097cce
Quiff,471009,https://en.wikipedia.org/wiki/Quiff,Fashion,val,6f5a140b721cda29607839e8c62eb2d320293524bba60ee18397ecbf4eef1476
Calceology,24514641,https://en.wikipedia.org/wiki/Calceology,Fashion,val,1ee654b7d980a49f58c36a393a8bdcd92e39d876206ec15ec3b091e257067031
Sustainable fashion,12675756,https://en.wikipedia.org/wiki/Sustainable%20fashion,Fashion,val,aaa50c28c038b5bcc180b7dfcc116fd71b1d9b393d72485c99e47834603d94cb
Sari-inspired dress,71794947,https://en.wikipedia.org/wiki/Sari-inspired%20dress,Fashion,val,08775e663fd2a66ada19c9dcc5732c4a28164068a90689ee4ab31b19f14e2be1
Buyer (fashion),16579290,https://en.wikipedia.org/wiki/Buyer%20%28fashion%29,Fashion,val,04c5701d1fb292fe82eb15691a5c634c435e4dd3496c96304cc38dc77b6ade3a
Fashion,11657,https://en.wikipedia.org/wiki/Fashion,Fashion,val,20642d25f250cb1c251b9e4bc3ef1b0039fb787836e1684fdcc5c5262be775db
Tasuki (sash),60450730,https://en.wikipedia.org/wiki/Tasuki%20%28sash%29,Fashion,val,e378f19d10d97d7aa1410b9c26fefc882b8c7439c9236197f12cf946fdbd4e9c
Fashion influencer,56684417,https://en.wikipedia.org/wiki/Fashion%20influencer,Fashion,val,d11ee3a0a3836e305cf274c4c15177bad75ae3439aa2696018f628dffbb7b243
Glamour (presentation),20224748,https://en.wikipedia.org/wiki/Glamour%20%28presentation%29,Fashion,val,0f45c5882699db602994812e4d0568e87b489171e2cafdf5537ee8537d3bdf60
Fashion entrepreneur,28230743,https://en.wikipedia.org/wiki/Fashion%20entrepreneur,Fashion,val,c4c400d9cf54ff1f20edf322ecff8dee877aa7446bf2d6b2c8020c7713594eb3
Fashion capital,9315917,https://en.wikipedia.org/wiki/Fashion%20capital,Fashion,val,028207893e9889ca36783fe05080d81d6088a752bbefff92d8de326d3603f065
Beauty,4431,https://en.wikipedia.org/wiki/Beauty,Fashion,val,35feac526d7df518138b02139244546fc45f466cc285021847c16c2cc8df9752
Fashion activism,54247804,https://en.wikipedia.org/wiki/Fashion%20activism,Fashion,val,0d8a6f8f3bc901b6b0ca59496552f7c5c210299cc8c46f569ae872fb7fe51015
Low-rise (fashion),24026346,https://en.wikipedia.org/wiki/Low-rise%20%28fashion%29,Fashion,val,7e0e816c1629826449f6460c324e9337070f482058e1f1f8668ba0e6686fcb78
Fashion merchandising,20886085,https://en.wikipedia.org/wiki/Fashion%20merchandising,Fashion,val,c81be7454b26d809d8a8fe8d869d8ec628f379f4a0b4de3710c8ff6f44427fda
Fashion tourism,43654761,https://en.wikipedia.org/wiki/Fashion%20tourism,Fashion,val,a0fd19055dd61c10876e5adcc2349856f07bf32e8055b1442593be3eae70e035
Spornosexual,62413576,https://en.wikipedia.org/wiki/Spornosexual,Fashion,val,2fcd93d738d6d65ce3498b9419e973abb94b78632c243e08c5d31239cc4a6d21
Swishing,20071599,https://en.wikipedia.org/wiki/Swishing,Fashion,val,d8b9f512695ee64f60f4b87a5ce9377716969b6cc47ece88ee07cb3e01ad9efc
Jewellery Quarter,2010420,https://en.wikipedia.org/wiki/Jewellery%20Quarter,Fashion,val,881fbb427373ee015f0da5ec78621595363c75f680221b2e07e5ab21adcc0132
Modelnomics,26790733,https://en.wikipedia.org/wiki/Modelnomics,Fashion,val,9bdbe8865ec548f72d2f2ef88fe88e8b35c1884d4efcbb537e0ce1675ade029f
Capsule wardrobe,22775152,https://en.wikipedia.org/wiki/Capsule%20wardrobe,Fashion,val,dc6e11c55d564f3517115aeccbd75d296b3d101706137176991794fdfe2171df
Fashion law,1311923,https://en.wikipedia.org/wiki/Fashion%20law,Fashion,val,c60cc922a103a8e7832f1bd8c4fd06e3bb8e66b99b5c706a4671131dce004bfe
Color-blocking,48462950,https://en.wikipedia.org/wiki/Color-blocking,Fashion,val,4e6977b1fbe89ce8ab7036a6cd12ea175280337fc54ced7e527a1fd003e8044d
Fashion psychology,73601823,https://en.wikipedia.org/wiki/Fashion%20psychology,Fashion,val,54da6ee1833b81d7e69573aa10c8823bb4b293f20335a30b679b63c76b39cdd9
Crocodile skin,60749151,https://en.wikipedia.org/wiki/Crocodile%20skin,Fashion,val,efba75794a4aed5687a2f14e8fcc18e685e03dbf99fc6e06532296440cb7e388
Color analysis,18193889,https://en.wikipedia.org/wiki/Color%20analysis,Fashion,val,b275836b33efa9dc277e4828b72180805b1c4d21406d292529e0f1467db3f97d
Pin-up model,274834,https://en.wikipedia.org/wiki/Pin-up%20model,Fashion,val,208fda333c44c55fec6d541a3b992df1e9cd48ca87cc8f3acb418cc7494a4007
Vegan design,60652839,https://en.wikipedia.org/wiki/Vegan%20design,Fashion,val,bb83f2ceeb776a3d3675e9dd407eb4a66685adece9843ed2847e37ef22609b8c
Fashion illustration,7757161,https://en.wikipedia.org/wiki/Fashion%20illustration,Fashion,val,65c98a67c626b2d508bb504f8bbf6d60e6f848f9678a165f4402232f96bf578c
Hip and buttock padding,7768706,https://en.wikipedia.org/wiki/Hip%20and%20buttock%20padding,Fashion,val,f76a5af6825783680a51afce69a9593b0cc6582eeb6079ce0d8eaa1c2663c14c
Supermodel,49082,https://en.wikipedia.org/wiki/Supermodel,Fashion,val,89395530262857918593e7bf67a4a8761b7a79546c18223d31a623a7474045d9
Fuyao (fashion),71521497,https://en.wikipedia.org/wiki/Fuyao%20%28fashion%29,Fashion,val,d02df1e6958c1fda1c05ff9c439c9910c4ec09b9fb18a897ac58f0c0092b823b
Jewellery of the Berber cultures,69672750,https://en.wikipedia.org/wiki/Jewellery%20of%20the%20Berber%20cultures,Fashion,val,9fbfac4037d5442824777eb94568cf6d0d5d6701ead310fbbea03b83a78540f0
Mod (subculture),810633,https://en.wikipedia.org/wiki/Mod%20%28subculture%29,Fashion,val,b3fc40c8b065630869b65b2e48b1d09555990a881ff1d20d557c5e8547e5314d
Socks and sandals,40128687,https://en.wikipedia.org/wiki/Socks%20and%20sandals,Fashion,val,6c9a1062984370e92315d19c66c98f9248ff19ed85ca9376cb0e1fddc7e77520
